Code	Site	Block	Plot	Point	Treatment	Depth	Date	SWC
46	Gamir	2	2	6	Control	20	29/11/2018	21.5
47	Gamir	2	2	6	Control	30	29/11/2018	25.5
48	Gamir	2	2	6	Control	40	29/11/2018	24.2
49	Gamir	2	3	1	Drought	10	29/11/2018	25.4
50	Gamir	2	3	1	Drought	20	29/11/2018	23.4
51	Gamir	2	3	1	Drought	30	29/11/2018	28.1
52	Gamir	2	3	1	Drought	40	29/11/2018	30.2
53	Gamir	2	3	2	Drought	10	29/11/2018	22.9
54	Gamir	2	3	2	Drought	20	29/11/2018	23.7
55	Gamir	2	3	2	Drought	30	29/11/2018	23.1
56	Gamir	2	3	2	Drought	40	29/11/2018	23.5
57	Gamir	2	3	3	Drought	10	29/11/2018	20.4
58	Gamir	2	3	3	Drought	20	29/11/2018	21.3
59	Gamir	2	3	3	Drought	30	29/11/2018	20.4
60	Gamir	2	3	3	Drought	40	29/11/2018	22.2
61	Gamir	2	3	4	Drought	10	29/11/2018	17.8
62	Gamir	2	3	4	Drought	20	29/11/2018	21.7
63	Gamir	2	3	4	Drought	30	29/11/2018	24.2
64	Gamir	2	3	4	Drought	40	29/11/2018	23.9
65	Gamir	2	3	5	Drought	10	29/11/2018	25.1
66	Gamir	2	3	5	Drought	20	29/11/2018	22.2
67	Gamir	2	3	5	Drought	30	29/11/2018	21.5
68	Gamir	2	3	5	Drought	40	29/11/2018	22.0
69	Gamir	2	3	6	Drought	10	29/11/2018	13.6
70	Gamir	2	3	6	Drought	20	29/11/2018	24.2
71	Gamir	2	3	6	Drought	30	29/11/2018	25.1
72	Gamir	2	3	6	Drought	40	29/11/2018	24.9
73	Gamir	3	4	1	Drought	10	29/11/2018	23.8
74	Gamir	3	4	1	Drought	20	29/11/2018	24.3
75	Gamir	3	4	1	Drought	30	29/11/2018	21.9
76	Gamir	3	4	1	Drought	40	29/11/2018	23.4
77	Gamir	3	4	2	Drought	10	29/11/2018	23.0
78	Gamir	3	4	2	Drought	20	29/11/2018	23.3
79	Gamir	3	4	2	Drought	30	29/11/2018	23.3
80	Gamir	3	4	2	Drought	40	29/11/2018	24.4
81	Gamir	3	4	3	Drought	10	29/11/2018	18.4
82	Gamir	3	4	3	Drought	20	29/11/2018	19.0
83	Gamir	3	4	3	Drought	30	29/11/2018	23.4
84	Gamir	3	4	3	Drought	40	29/11/2018	20.3
85	Gamir	3	4	4	Drought	10	29/11/2018	25.9
86	Gamir	3	4	4	Drought	20	29/11/2018	20.9
87	Gamir	3	4	4	Drought	30	29/11/2018	18.9
88	Gamir	3	4	4	Drought	40	29/11/2018	17.9
89	Gamir	3	4	5	Drought	10	29/11/2018	22.4
90	Gamir	3	4	5	Drought	20	29/11/2018	23.9
91	Gamir	3	4	5	Drought	30	29/11/2018	25.3
92	Gamir	3	4	5	Drought	40	29/11/2018	28.2
93	Gamir	3	4	6	Drought	10	29/11/2018	20.0
94	Gamir	3	4	6	Drought	20	29/11/2018	20.4
95	Gamir	3	4	6	Drought	30	29/11/2018	17.3
96	Gamir	3	4	6	Drought	40	29/11/2018	18.6
97	Gamir	3	5	1	Control	10	29/11/2018	20.0
98	Gamir	3	5	1	Control	20	29/11/2018	21.5
99	Gamir	3	5	1	Control	30	29/11/2018	21.4
100	Gamir	3	5	1	Control	40	29/11/2018	24.4
101	Gamir	3	5	2	Control	10	29/11/2018	15.3
102	Gamir	3	5	2	Control	20	29/11/2018	17.1
103	Gamir	3	5	2	Control	30	29/11/2018	16.4
104	Gamir	3	5	2	Control	40	29/11/2018	17.4
105	Gamir	3	5	3	Control	10	29/11/2018	12.3
106	Gamir	3	5	3	Control	20	29/11/2018	22.5
107	Gamir	3	5	3	Control	30	29/11/2018	22.9
108	Gamir	3	5	3	Control	40	29/11/2018	22.2
109	Gamir	3	5	4	Control	10	29/11/2018	24.4
110	Gamir	3	5	4	Control	20	29/11/2018	21.4
111	Gamir	3	5	4	Control	30	29/11/2018	31.9
112	Gamir	3	5	4	Control	40	29/11/2018	23.5
113	Gamir	3	5	5	Control	10	29/11/2018	24.1
114	Gamir	3	5	5	Control	20	29/11/2018	21.2
115	Gamir	3	5	5	Control	30	29/11/2018	23.5
116	Gamir	3	5	5	Control	40	29/11/2018	21.9
117	Gamir	3	5	6	Control	10	29/11/2018	14.6
118	Gamir	3	5	6	Control	20	29/11/2018	16.6
119	Gamir	3	5	6	Control	30	29/11/2018	21.3
120	Gamir	3	5	6	Control	40	29/11/2018	23.2
121	Gamir	1	6	1	Drought	10	29/11/2018	20.5
122	Gamir	1	6	1	Drought	20	29/11/2018	22.6
123	Gamir	1	6	1	Drought	30	29/11/2018	22.2
124	Gamir	1	6	1	Drought	40	29/11/2018	18.5
125	Gamir	1	6	2	Drought	10	29/11/2018	24.8
126	Gamir	1	6	2	Drought	20	29/11/2018	24.8
127	Gamir	1	6	2	Drought	30	29/11/2018	21.0
128	Gamir	1	6	2	Drought	40	29/11/2018	22.4
129	Gamir	1	6	3	Drought	10	29/11/2018	17.7
130	Gamir	1	6	3	Drought	20	29/11/2018	16.8
131	Gamir	1	6	3	Drought	30	29/11/2018	18.2
132	Gamir	1	6	3	Drought	40	29/11/2018	14.7
133	Gamir	1	6	4	Drought	10	29/11/2018	20.6
134	Gamir	1	6	4	Drought	20	29/11/2018	18.7
135	Gamir	1	6	4	Drought	30	29/11/2018	16.4
136	Gamir	1	6	4	Drought	40	29/11/2018	15.0
137	Gamir	1	6	5	Drought	10	29/11/2018	15.8
138	Gamir	1	6	5	Drought	20	29/11/2018	12.3
139	Gamir	1	6	5	Drought	30	29/11/2018	11.5
140	Gamir	1	6	5	Drought	40	29/11/2018	13.4
141	Gamir	1	6	6	Drought	10	29/11/2018	NA
142	Gamir	1	6	6	Drought	20	29/11/2018	NA
143	Gamir	1	6	6	Drought	30	29/11/2018	NA
144	Gamir	1	6	6	Drought	40	29/11/2018	NA
1	Gamir	1	1	1	Control	10	14/01/2019	16.6
2	Gamir	1	1	1	Control	20	14/01/2019	25.2
3	Gamir	1	1	1	Control	30	14/01/2019	23.5
4	Gamir	1	1	1	Control	40	14/01/2019	23.0
5	Gamir	1	1	2	Control	10	14/01/2019	21.3
6	Gamir	1	1	2	Control	20	14/01/2019	20.2
7	Gamir	1	1	2	Control	30	14/01/2019	24.9
8	Gamir	1	1	2	Control	40	14/01/2019	23.1
9	Gamir	1	1	3	Control	10	14/01/2019	11.1
10	Gamir	1	1	3	Control	20	14/01/2019	19.0
11	Gamir	1	1	3	Control	30	14/01/2019	20.7
12	Gamir	1	1	3	Control	40	14/01/2019	21.4
13	Gamir	1	1	4	Control	10	14/01/2019	22.9
14	Gamir	1	1	4	Control	20	14/01/2019	19.8
15	Gamir	1	1	4	Control	30	14/01/2019	17.9
16	Gamir	1	1	4	Control	40	14/01/2019	19.1
17	Gamir	1	1	5	Control	10	14/01/2019	18.6
18	Gamir	1	1	5	Control	20	14/01/2019	20.6
19	Gamir	1	1	5	Control	30	14/01/2019	24.0
20	Gamir	1	1	5	Control	40	14/01/2019	23.5
21	Gamir	1	1	6	Control	10	14/01/2019	12.6
22	Gamir	1	1	6	Control	20	14/01/2019	18.2
23	Gamir	1	1	6	Control	30	14/01/2019	20.9
24	Gamir	1	1	6	Control	40	14/01/2019	24.4
25	Gamir	2	2	1	Control	10	14/01/2019	15.1
26	Gamir	2	2	1	Control	20	14/01/2019	16.8
27	Gamir	2	2	1	Control	30	14/01/2019	19.4
28	Gamir	2	2	1	Control	40	14/01/2019	20.4
29	Gamir	2	2	2	Control	10	14/01/2019	10.4
30	Gamir	2	2	2	Control	20	14/01/2019	20.8
31	Gamir	2	2	2	Control	30	14/01/2019	22.3
32	Gamir	2	2	2	Control	40	14/01/2019	22.0
33	Gamir	2	2	3	Control	10	14/01/2019	NA
34	Gamir	2	2	3	Control	20	14/01/2019	NA
35	Gamir	2	2	3	Control	30	14/01/2019	NA
36	Gamir	2	2	3	Control	40	14/01/2019	NA
37	Gamir	2	2	4	Control	10	14/01/2019	13.9
38	Gamir	2	2	4	Control	20	14/01/2019	15.8
39	Gamir	2	2	4	Control	30	14/01/2019	17.3
40	Gamir	2	2	4	Control	40	14/01/2019	14.4
41	Gamir	2	2	5	Control	10	14/01/2019	10.7
42	Gamir	2	2	5	Control	20	14/01/2019	17.7
43	Gamir	2	2	5	Control	30	14/01/2019	15.5
44	Gamir	2	2	5	Control	40	14/01/2019	18.2
45	Gamir	2	2	6	Control	10	14/01/2019	17.2
46	Gamir	2	2	6	Control	20	14/01/2019	19.2
47	Gamir	2	2	6	Control	30	14/01/2019	23.2
48	Gamir	2	2	6	Control	40	14/01/2019	22.1
49	Gamir	2	3	1	Drought	10	14/01/2019	17.0
50	Gamir	2	3	1	Drought	20	14/01/2019	16.0
51	Gamir	2	3	1	Drought	30	14/01/2019	22.1
52	Gamir	2	3	1	Drought	40	14/01/2019	23.5
53	Gamir	2	3	2	Drought	10	14/01/2019	16.3
54	Gamir	2	3	2	Drought	20	14/01/2019	19.2
55	Gamir	2	3	2	Drought	30	14/01/2019	19.9
56	Gamir	2	3	2	Drought	40	14/01/2019	20.5
57	Gamir	2	3	3	Drought	10	14/01/2019	12.7
58	Gamir	2	3	3	Drought	20	14/01/2019	15.9
59	Gamir	2	3	3	Drought	30	14/01/2019	16.0
60	Gamir	2	3	3	Drought	40	14/01/2019	16.9
61	Gamir	2	3	4	Drought	10	14/01/2019	10.3
62	Gamir	2	3	4	Drought	20	14/01/2019	15.2
63	Gamir	2	3	4	Drought	30	14/01/2019	18.6
64	Gamir	2	3	4	Drought	40	14/01/2019	17.7
65	Gamir	2	3	5	Drought	10	14/01/2019	18.1
66	Gamir	2	3	5	Drought	20	14/01/2019	16.5
67	Gamir	2	3	5	Drought	30	14/01/2019	17.7
68	Gamir	2	3	5	Drought	40	14/01/2019	18.1
69	Gamir	2	3	6	Drought	10	14/01/2019	5.6
70	Gamir	2	3	6	Drought	20	14/01/2019	16.8
71	Gamir	2	3	6	Drought	30	14/01/2019	19.2
72	Gamir	2	3	6	Drought	40	14/01/2019	20.2
73	Gamir	3	4	1	Drought	10	14/01/2019	16.0
74	Gamir	3	4	1	Drought	20	14/01/2019	19.2
75	Gamir	3	4	1	Drought	30	14/01/2019	16.6
76	Gamir	3	4	1	Drought	40	14/01/2019	18.1
77	Gamir	3	4	2	Drought	10	14/01/2019	12.8
78	Gamir	3	4	2	Drought	20	14/01/2019	16.7
79	Gamir	3	4	2	Drought	30	14/01/2019	18.6
80	Gamir	3	4	2	Drought	40	14/01/2019	19.3
81	Gamir	3	4	3	Drought	10	14/01/2019	11.7
82	Gamir	3	4	3	Drought	20	14/01/2019	13.2
83	Gamir	3	4	3	Drought	30	14/01/2019	18.8
84	Gamir	3	4	3	Drought	40	14/01/2019	17.4
85	Gamir	3	4	4	Drought	10	14/01/2019	18.5
86	Gamir	3	4	4	Drought	20	14/01/2019	16.4
87	Gamir	3	4	4	Drought	30	14/01/2019	16.0
88	Gamir	3	4	4	Drought	40	14/01/2019	15.4
89	Gamir	3	4	5	Drought	10	14/01/2019	14.8
90	Gamir	3	4	5	Drought	20	14/01/2019	18.6
91	Gamir	3	4	5	Drought	30	14/01/2019	20.5
92	Gamir	3	4	5	Drought	40	14/01/2019	23.6
93	Gamir	3	4	6	Drought	10	14/01/2019	14.7
94	Gamir	3	4	6	Drought	20	14/01/2019	17.2
95	Gamir	3	4	6	Drought	30	14/01/2019	14.1
96	Gamir	3	4	6	Drought	40	14/01/2019	15.7
97	Gamir	3	5	1	Control	10	14/01/2019	12.8
98	Gamir	3	5	1	Control	20	14/01/2019	16.8
99	Gamir	3	5	1	Control	30	14/01/2019	17.8
100	Gamir	3	5	1	Control	40	14/01/2019	20.0
101	Gamir	3	5	2	Control	10	14/01/2019	10.3
102	Gamir	3	5	2	Control	20	14/01/2019	14.0
103	Gamir	3	5	2	Control	30	14/01/2019	13.5
104	Gamir	3	5	2	Control	40	14/01/2019	14.2
105	Gamir	3	5	3	Control	10	14/01/2019	8.1
106	Gamir	3	5	3	Control	20	14/01/2019	15.1
107	Gamir	3	5	3	Control	30	14/01/2019	17.5
108	Gamir	3	5	3	Control	40	14/01/2019	17.9
109	Gamir	3	5	4	Control	10	14/01/2019	20.9
110	Gamir	3	5	4	Control	20	14/01/2019	18.2
111	Gamir	3	5	4	Control	30	14/01/2019	25.4
112	Gamir	3	5	4	Control	40	14/01/2019	19.4
113	Gamir	3	5	5	Control	10	14/01/2019	19.1
114	Gamir	3	5	5	Control	20	14/01/2019	17.9
115	Gamir	3	5	5	Control	30	14/01/2019	19.7
116	Gamir	3	5	5	Control	40	14/01/2019	18.5
117	Gamir	3	5	6	Control	10	14/01/2019	12.7
118	Gamir	3	5	6	Control	20	14/01/2019	14.2
119	Gamir	3	5	6	Control	30	14/01/2019	18.1
120	Gamir	3	5	6	Control	40	14/01/2019	20.9
121	Gamir	1	6	1	Drought	10	14/01/2019	13.1
122	Gamir	1	6	1	Drought	20	14/01/2019	17.6
123	Gamir	1	6	1	Drought	30	14/01/2019	17.6
124	Gamir	1	6	1	Drought	40	14/01/2019	15.6
125	Gamir	1	6	2	Drought	10	14/01/2019	16.9
126	Gamir	1	6	2	Drought	20	14/01/2019	20.9
127	Gamir	1	6	2	Drought	30	14/01/2019	17.7
128	Gamir	1	6	2	Drought	40	14/01/2019	17.0
129	Gamir	1	6	3	Drought	10	14/01/2019	12.4
130	Gamir	1	6	3	Drought	20	14/01/2019	13.0
131	Gamir	1	6	3	Drought	30	14/01/2019	15.8
132	Gamir	1	6	3	Drought	40	14/01/2019	12.1
133	Gamir	1	6	4	Drought	10	14/01/2019	14.6
134	Gamir	1	6	4	Drought	20	14/01/2019	16.7
135	Gamir	1	6	4	Drought	30	14/01/2019	14.3
136	Gamir	1	6	4	Drought	40	14/01/2019	12.9
137	Gamir	1	6	5	Drought	10	14/01/2019	13.4
138	Gamir	1	6	5	Drought	20	14/01/2019	11.3
139	Gamir	1	6	5	Drought	30	14/01/2019	10.8
140	Gamir	1	6	5	Drought	40	14/01/2019	12.0
141	Gamir	1	6	6	Drought	10	14/01/2019	9.2
142	Gamir	1	6	6	Drought	20	14/01/2019	14.8
143	Gamir	1	6	6	Drought	30	14/01/2019	16.6
144	Gamir	1	6	6	Drought	40	14/01/2019	17.5
1	Gamir	1	1	1	Control	10	21/01/2019	21.5
2	Gamir	1	1	1	Control	20	21/01/2019	31.8
3	Gamir	1	1	1	Control	30	21/01/2019	27.7
4	Gamir	1	1	1	Control	40	21/01/2019	25.3
5	Gamir	1	1	2	Control	10	21/01/2019	28.6
6	Gamir	1	1	2	Control	20	21/01/2019	26.7
7	Gamir	1	1	2	Control	30	21/01/2019	26.4
8	Gamir	1	1	2	Control	40	21/01/2019	20.1
9	Gamir	1	1	3	Control	10	21/01/2019	16.5
10	Gamir	1	1	3	Control	20	21/01/2019	23.2
11	Gamir	1	1	3	Control	30	21/01/2019	24.4
12	Gamir	1	1	3	Control	40	21/01/2019	21.4
13	Gamir	1	1	4	Control	10	21/01/2019	28.0
14	Gamir	1	1	4	Control	20	21/01/2019	21.8
15	Gamir	1	1	4	Control	30	21/01/2019	18.6
16	Gamir	1	1	4	Control	40	21/01/2019	20.8
17	Gamir	1	1	5	Control	10	21/01/2019	27.3
18	Gamir	1	1	5	Control	20	21/01/2019	25.8
19	Gamir	1	1	5	Control	30	21/01/2019	26.4
20	Gamir	1	1	5	Control	40	21/01/2019	27.4
21	Gamir	1	1	6	Control	10	21/01/2019	18.9
22	Gamir	1	1	6	Control	20	21/01/2019	24.8
23	Gamir	1	1	6	Control	30	21/01/2019	22.5
24	Gamir	1	1	6	Control	40	21/01/2019	27.1
25	Gamir	2	2	1	Control	10	21/01/2019	21.3
26	Gamir	2	2	1	Control	20	21/01/2019	21.2
27	Gamir	2	2	1	Control	30	21/01/2019	22.8
28	Gamir	2	2	1	Control	40	21/01/2019	22.9
29	Gamir	2	2	2	Control	10	21/01/2019	16.8
30	Gamir	2	2	2	Control	20	21/01/2019	25.8
31	Gamir	2	2	2	Control	30	21/01/2019	26.4
32	Gamir	2	2	2	Control	40	21/01/2019	25.5
33	Gamir	2	2	3	Control	10	21/01/2019	NA
34	Gamir	2	2	3	Control	20	21/01/2019	NA
35	Gamir	2	2	3	Control	30	21/01/2019	NA
36	Gamir	2	2	3	Control	40	21/01/2019	NA
37	Gamir	2	2	4	Control	10	21/01/2019	18.7
38	Gamir	2	2	4	Control	20	21/01/2019	19.0
39	Gamir	2	2	4	Control	30	21/01/2019	19.2
40	Gamir	2	2	4	Control	40	21/01/2019	17.7
41	Gamir	2	2	5	Control	10	21/01/2019	13.7
42	Gamir	2	2	5	Control	20	21/01/2019	21.6
43	Gamir	2	2	5	Control	30	21/01/2019	19.8
44	Gamir	2	2	5	Control	40	21/01/2019	21.6
45	Gamir	2	2	6	Control	10	21/01/2019	21.9
46	Gamir	2	2	6	Control	20	21/01/2019	23.1
47	Gamir	2	2	6	Control	30	21/01/2019	25.0
48	Gamir	2	2	6	Control	40	21/01/2019	23.6
49	Gamir	2	3	1	Drought	10	21/01/2019	27.0
50	Gamir	2	3	1	Drought	20	21/01/2019	21.5
51	Gamir	2	3	1	Drought	30	21/01/2019	23.7
52	Gamir	2	3	1	Drought	40	21/01/2019	22.6
53	Gamir	2	3	2	Drought	10	21/01/2019	22.1
54	Gamir	2	3	2	Drought	20	21/01/2019	25.7
55	Gamir	2	3	2	Drought	30	21/01/2019	21.6
56	Gamir	2	3	2	Drought	40	21/01/2019	21.3
57	Gamir	2	3	3	Drought	10	21/01/2019	18.2
58	Gamir	2	3	3	Drought	20	21/01/2019	20.9
59	Gamir	2	3	3	Drought	30	21/01/2019	17.5
60	Gamir	2	3	3	Drought	40	21/01/2019	16.7
61	Gamir	2	3	4	Drought	10	21/01/2019	13.8
62	Gamir	2	3	4	Drought	20	21/01/2019	20.7
63	Gamir	2	3	4	Drought	30	21/01/2019	24.7
64	Gamir	2	3	4	Drought	40	21/01/2019	18.4
65	Gamir	2	3	5	Drought	10	21/01/2019	24.4
66	Gamir	2	3	5	Drought	20	21/01/2019	21.5
67	Gamir	2	3	5	Drought	30	21/01/2019	18.1
68	Gamir	2	3	5	Drought	40	21/01/2019	18.2
69	Gamir	2	3	6	Drought	10	21/01/2019	10.2
70	Gamir	2	3	6	Drought	20	21/01/2019	21.3
71	Gamir	2	3	6	Drought	30	21/01/2019	23.0
72	Gamir	2	3	6	Drought	40	21/01/2019	21.1
73	Gamir	3	4	1	Drought	10	21/01/2019	22.7
74	Gamir	3	4	1	Drought	20	21/01/2019	22.4
75	Gamir	3	4	1	Drought	30	21/01/2019	18.8
76	Gamir	3	4	1	Drought	40	21/01/2019	19.5
77	Gamir	3	4	2	Drought	10	21/01/2019	21.9
78	Gamir	3	4	2	Drought	20	21/01/2019	22.4
79	Gamir	3	4	2	Drought	30	21/01/2019	21.0
80	Gamir	3	4	2	Drought	40	21/01/2019	20.8
81	Gamir	3	4	3	Drought	10	21/01/2019	16.1
82	Gamir	3	4	3	Drought	20	21/01/2019	14.5
83	Gamir	3	4	3	Drought	30	21/01/2019	19.3
84	Gamir	3	4	3	Drought	40	21/01/2019	17.3
85	Gamir	3	4	4	Drought	10	21/01/2019	25.2
86	Gamir	3	4	4	Drought	20	21/01/2019	18.2
87	Gamir	3	4	4	Drought	30	21/01/2019	16.1
88	Gamir	3	4	4	Drought	40	21/01/2019	14.0
89	Gamir	3	4	5	Drought	10	21/01/2019	22.6
90	Gamir	3	4	5	Drought	20	21/01/2019	22.3
91	Gamir	3	4	5	Drought	30	21/01/2019	18.9
92	Gamir	3	4	5	Drought	40	21/01/2019	19.8
93	Gamir	3	4	6	Drought	10	21/01/2019	20.7
94	Gamir	3	4	6	Drought	20	21/01/2019	20.6
95	Gamir	3	4	6	Drought	30	21/01/2019	16.9
96	Gamir	3	4	6	Drought	40	21/01/2019	17.8
97	Gamir	3	5	1	Control	10	21/01/2019	20.1
98	Gamir	3	5	1	Control	20	21/01/2019	19.7
99	Gamir	3	5	1	Control	30	21/01/2019	18.1
100	Gamir	3	5	1	Control	40	21/01/2019	19.8
101	Gamir	3	5	2	Control	10	21/01/2019	16.6
102	Gamir	3	5	2	Control	20	21/01/2019	15.7
103	Gamir	3	5	2	Control	30	21/01/2019	14.0
104	Gamir	3	5	2	Control	40	21/01/2019	14.4
105	Gamir	3	5	3	Control	10	21/01/2019	13.1
106	Gamir	3	5	3	Control	20	21/01/2019	21.9
107	Gamir	3	5	3	Control	30	21/01/2019	19.0
108	Gamir	3	5	3	Control	40	21/01/2019	17.6
109	Gamir	3	5	4	Control	10	21/01/2019	26.0
110	Gamir	3	5	4	Control	20	21/01/2019	22.1
111	Gamir	3	5	4	Control	30	21/01/2019	31.5
112	Gamir	3	5	4	Control	40	21/01/2019	23.7
113	Gamir	3	5	5	Control	10	21/01/2019	26.3
114	Gamir	3	5	5	Control	20	21/01/2019	21.5
115	Gamir	3	5	5	Control	30	21/01/2019	22.8
116	Gamir	3	5	5	Control	40	21/01/2019	20.0
117	Gamir	3	5	6	Control	10	21/01/2019	16.6
118	Gamir	3	5	6	Control	20	21/01/2019	17.7
119	Gamir	3	5	6	Control	30	21/01/2019	21.1
120	Gamir	3	5	6	Control	40	21/01/2019	23.2
121	Gamir	1	6	1	Drought	10	21/01/2019	18.6
122	Gamir	1	6	1	Drought	20	21/01/2019	18.2
123	Gamir	1	6	1	Drought	30	21/01/2019	16.5
124	Gamir	1	6	1	Drought	40	21/01/2019	16.4
125	Gamir	1	6	2	Drought	10	21/01/2019	25.9
126	Gamir	1	6	2	Drought	20	21/01/2019	25.4
127	Gamir	1	6	2	Drought	30	21/01/2019	20.6
128	Gamir	1	6	2	Drought	40	21/01/2019	18.5
129	Gamir	1	6	3	Drought	10	21/01/2019	17.6
130	Gamir	1	6	3	Drought	20	21/01/2019	15.8
131	Gamir	1	6	3	Drought	30	21/01/2019	17.5
132	Gamir	1	6	3	Drought	40	21/01/2019	13.7
133	Gamir	1	6	4	Drought	10	21/01/2019	22.9
134	Gamir	1	6	4	Drought	20	21/01/2019	18.8
135	Gamir	1	6	4	Drought	30	21/01/2019	16.0
136	Gamir	1	6	4	Drought	40	21/01/2019	14.2
137	Gamir	1	6	5	Drought	10	21/01/2019	18.0
138	Gamir	1	6	5	Drought	20	21/01/2019	12.1
139	Gamir	1	6	5	Drought	30	21/01/2019	10.8
140	Gamir	1	6	5	Drought	40	21/01/2019	11.4
141	Gamir	1	6	6	Drought	10	21/01/2019	16.1
142	Gamir	1	6	6	Drought	20	21/01/2019	14.1
143	Gamir	1	6	6	Drought	30	21/01/2019	17.0
144	Gamir	1	6	6	Drought	40	21/01/2019	17.2
1	Gamir	1	1	1	Control	10	12/02/2019	20.8
2	Gamir	1	1	1	Control	20	12/02/2019	30.9
3	Gamir	1	1	1	Control	30	12/02/2019	27.1
4	Gamir	1	1	1	Control	40	12/02/2019	27.8
5	Gamir	1	1	2	Control	10	12/02/2019	25.7
6	Gamir	1	1	2	Control	20	12/02/2019	24.7
7	Gamir	1	1	2	Control	30	12/02/2019	28.9
8	Gamir	1	1	2	Control	40	12/02/2019	27.6
9	Gamir	1	1	3	Control	10	12/02/2019	16.2
10	Gamir	1	1	3	Control	20	12/02/2019	25.5
11	Gamir	1	1	3	Control	30	12/02/2019	27.7
12	Gamir	1	1	3	Control	40	12/02/2019	27.1
13	Gamir	1	1	4	Control	10	12/02/2019	28.4
14	Gamir	1	1	4	Control	20	12/02/2019	24.5
15	Gamir	1	1	4	Control	30	12/02/2019	22.3
16	Gamir	1	1	4	Control	40	12/02/2019	26.9
17	Gamir	1	1	5	Control	10	12/02/2019	23.4
18	Gamir	1	1	5	Control	20	12/02/2019	24.2
19	Gamir	1	1	5	Control	30	12/02/2019	26.4
20	Gamir	1	1	5	Control	40	12/02/2019	25.1
21	Gamir	1	1	6	Control	10	12/02/2019	16.4
22	Gamir	1	1	6	Control	20	12/02/2019	23.7
23	Gamir	1	1	6	Control	30	12/02/2019	24.1
24	Gamir	1	1	6	Control	40	12/02/2019	28.7
25	Gamir	2	2	1	Control	10	12/02/2019	18.9
26	Gamir	2	2	1	Control	20	12/02/2019	18.9
27	Gamir	2	2	1	Control	30	12/02/2019	22.1
28	Gamir	2	2	1	Control	40	12/02/2019	23.0
29	Gamir	2	2	2	Control	10	12/02/2019	15.2
30	Gamir	2	2	2	Control	20	12/02/2019	23.2
31	Gamir	2	2	2	Control	30	12/02/2019	25.7
32	Gamir	2	2	2	Control	40	12/02/2019	24.7
33	Gamir	2	2	3	Control	10	12/02/2019	NA
34	Gamir	2	2	3	Control	20	12/02/2019	NA
35	Gamir	2	2	3	Control	30	12/02/2019	NA
36	Gamir	2	2	3	Control	40	12/02/2019	NA
37	Gamir	2	2	4	Control	10	12/02/2019	16.3
38	Gamir	2	2	4	Control	20	12/02/2019	16.4
39	Gamir	2	2	4	Control	30	12/02/2019	18.7
40	Gamir	2	2	4	Control	40	12/02/2019	16.2
41	Gamir	2	2	5	Control	10	12/02/2019	13.9
42	Gamir	2	2	5	Control	20	12/02/2019	19.8
43	Gamir	2	2	5	Control	30	12/02/2019	18.0
44	Gamir	2	2	5	Control	40	12/02/2019	20.6
45	Gamir	2	2	6	Control	10	12/02/2019	20.2
46	Gamir	2	2	6	Control	20	12/02/2019	22.8
47	Gamir	2	2	6	Control	30	12/02/2019	26.2
48	Gamir	2	2	6	Control	40	12/02/2019	25.1
49	Gamir	2	3	1	Drought	10	12/02/2019	24.2
50	Gamir	2	3	1	Drought	20	12/02/2019	21.9
51	Gamir	2	3	1	Drought	30	12/02/2019	26.6
52	Gamir	2	3	1	Drought	40	12/02/2019	28.1
53	Gamir	2	3	2	Drought	10	12/02/2019	21.9
54	Gamir	2	3	2	Drought	20	12/02/2019	22.9
55	Gamir	2	3	2	Drought	30	12/02/2019	22.3
56	Gamir	2	3	2	Drought	40	12/02/2019	22.6
57	Gamir	2	3	3	Drought	10	12/02/2019	17.7
58	Gamir	2	3	3	Drought	20	12/02/2019	20.0
59	Gamir	2	3	3	Drought	30	12/02/2019	20.1
60	Gamir	2	3	3	Drought	40	12/02/2019	20.3
61	Gamir	2	3	4	Drought	10	12/02/2019	13.6
62	Gamir	2	3	4	Drought	20	12/02/2019	21.0
63	Gamir	2	3	4	Drought	30	12/02/2019	23.7
64	Gamir	2	3	4	Drought	40	12/02/2019	22.4
65	Gamir	2	3	5	Drought	10	12/02/2019	24.1
66	Gamir	2	3	5	Drought	20	12/02/2019	21.3
67	Gamir	2	3	5	Drought	30	12/02/2019	21.5
68	Gamir	2	3	5	Drought	40	12/02/2019	21.1
69	Gamir	2	3	6	Drought	10	12/02/2019	9.6
70	Gamir	2	3	6	Drought	20	12/02/2019	12.7
71	Gamir	2	3	6	Drought	30	12/02/2019	23.6
72	Gamir	2	3	6	Drought	40	12/02/2019	23.3
73	Gamir	3	4	1	Drought	10	12/02/2019	22.4
74	Gamir	3	4	1	Drought	20	12/02/2019	22.9
75	Gamir	3	4	1	Drought	30	12/02/2019	19.9
76	Gamir	3	4	1	Drought	40	12/02/2019	22.1
77	Gamir	3	4	2	Drought	10	12/02/2019	20.1
78	Gamir	3	4	2	Drought	20	12/02/2019	22.1
79	Gamir	3	4	2	Drought	30	12/02/2019	23.5
80	Gamir	3	4	2	Drought	40	12/02/2019	24.0
81	Gamir	3	4	3	Drought	10	12/02/2019	18.4
82	Gamir	3	4	3	Drought	20	12/02/2019	16.0
83	Gamir	3	4	3	Drought	30	12/02/2019	21.0
84	Gamir	3	4	3	Drought	40	12/02/2019	16.1
85	Gamir	3	4	4	Drought	10	12/02/2019	22.2
86	Gamir	3	4	4	Drought	20	12/02/2019	19.0
